Gene,Transcript,Motif,Cluster,Counts,p_adjusted,Phred_score
4931406C07Rik,ENSMUST00000034414.10,mmu-miR-149-3p,nucleoplasm_negative,1.0,0.030300000000000004,1.5185573714976948
4931406C07Rik,ENSMUST00000216955.2,mmu-miR-149-3p,nucleoplasm_negative,1.0,0.030300000000000004,1.5185573714976948
4931406C07Rik,ENSMUST00000178977.9,mmu-miR-328-5p,nucleoplasm_positive,1.0,0.0358,1.4461169733561254
4931406C07Rik,ENSMUST00000180339.8,mmu-miR-328-5p,nucleoplasm_positive,1.0,0.0358,1.4461169733561254
4931406C07Rik,ENSMUST00000178977.9,mmu-miR-7662-5p,nucleus_positive,1.0,0.03900000000000001,1.4089353929735007
4931406C07Rik,ENSMUST00000180339.8,mmu-miR-7662-5p,nucleus_positive,1.0,0.03900000000000001,1.4089353929735007
4931406C07Rik,ENSMUST00000215741.2,mmu-miR-466n-5p,nucleus_positive,1.0,0.04599999999999999,1.337242168318426
4931406C07Rik,ENSMUST00000180339.8,mmu-miR-762,nucleus_positive,1.0,0.04819999999999999,1.3169529617611504
4931406C07Rik,ENSMUST00000034414.10,mmu-miR-6919-3p,nucleoplasm_negative,1.0,0.04929999999999999,1.30715308072277
6030458C11Rik,ENSMUST00000227299.2,mmu-miR-466m-3p,chromatin_positive,1.0,0.0032099999999999993,2.4934949675951277
6030458C11Rik,ENSMUST00000228177.2,mmu-miR-466m-3p,chromatin_positive,1.0,0.0032099999999999993,2.4934949675951277
6030458C11Rik,ENSMUST00000227299.2,mmu-miR-669c-3p,chromatin_positive,1.0,0.04850000000000001,1.314258261397736
AI506816,ENSMUST00000197153.4,mmu-miR-3473b,nucleus_positive,1.0,1.0899999999999997e-06,5.962573502059376
AI506816,ENSMUST00000267516.1,mmu-miR-7669-3p,extracellular_positive,1.0,0.026499999999999996,1.576754126063192
AI506816,ENSMUST00000197153.4,mmu-miR-762,nucleus_positive,1.0,0.033800000000000004,1.471083299722345
AI506816,ENSMUST00000199941.6,mmu-miR-762,nucleus_positive,1.0,0.033800000000000004,1.471083299722345
AI506816,ENSMUST00000244629.1,mmu-miR-762,nucleus_positive,1.0,0.033800000000000004,1.471083299722345
AI506816,ENSMUST00000267516.1,mmu-miR-466n-5p,nucleus_positive,1.0,0.04599999999999999,1.337242168318426
AU022252,ENSMUST00000132778.8,mmu-miR-3473b,nucleus_positive,2.0,3.975000000000002e-08,7.40066286700751
AU022252,ENSMUST00000141112.2,mmu-miR-3473b,nucleus_positive,2.0,4.6537200000000005e-07,6.332199750424682
AU022252,ENSMUST00000141112.2,mmu-miR-6980-5p,nucleoplasm_positive,2.0,0.001644559999999999,2.7839502771259506
AU022252,ENSMUST00000132778.8,mmu-miR-669c-3p,chromatin_positive,1.0,0.00298,2.5257837359237447
AU022252,ENSMUST00000132778.8,mmu-miR-466f-3p,chromatin_positive,1.0,0.00594,2.226213555018806
AU022252,ENSMUST00000132778.8,mmu-miR-466i-3p,chromatin_positive,1.0,0.012400000000000003,1.9065783148377646
AU022252,ENSMUST00000141112.2,mmu-miR-466f-3p,chromatin_positive,1.0,0.02,1.6989700043360185
AU022252,ENSMUST00000141112.2,mmu-miR-467f,chromatin_positive,1.0,0.021000000000000005,1.6777807052660805
AU022252,ENSMUST00000132778.8,mmu-miR-466n-5p,nucleus_positive,1.0,0.023100000000000002,1.6363880201078556
AU022252,ENSMUST00000132778.8,mmu-miR-762,nucleus_positive,1.0,0.034899999999999994,1.45717457304082
AU022252,ENSMUST00000132778.8,mmu-miR-5110,ER_negative,1.0,0.0373,1.4282911681913122
AU022252,ENSMUST00000141112.2,mmu-miR-669c-3p,chromatin_positive,1.0,0.0409,1.3882766919926581
AU022252,ENSMUST00000141112.2,mmu-miR-6931-5p,nucleus_positive,1.0,0.040999999999999995,1.3872161432802643
AU022252,ENSMUST00000132778.8,mmu-miR-466m-3p,chromatin_positive,1.0,0.04590000000000001,1.3381873144627385
AU022252,ENSMUST00000132778.8,mmu-miR-6980-5p,nucleoplasm_positive,1.0,0.048799999999999996,1.3115801779972893
AU022252,ENSMUST00000132778.8,mmu-miR-7028-5p,nucleus_positive,1.0,0.0495,1.3053948010664311
AU022252,ENSMUST00000141112.2,mmu-miR-7028-5p,nucleus_positive,1.0,0.0495,1.3053948010664311
AW551984,ENSMUST00000042485.11,mmu-miR-669c-3p,chromatin_positive,3.0,5.8300561e-06,5.234327266200983
Abca3,ENSMUST00000136295.2,mmu-miR-6919-3p,nucleoplasm_negative,2.0,0.0022477000000000005,2.6482616544192403
Abca3,ENSMUST00000148557.8,mmu-miR-6919-3p,nucleoplasm_negative,2.0,0.0022477000000000005,2.6482616544192403
Abca3,ENSMUST00000149233.8,mmu-miR-6919-3p,nucleoplasm_negative,2.0,0.0022477000000000005,2.6482616544192403
Abca3,ENSMUST00000234109.2,mmu-miR-6919-3p,nucleoplasm_negative,2.0,0.0024403599999999995,2.612546102152706
Abca3,ENSMUST00000039013.15,mmu-miR-5110,ER_negative,1.0,0.0188,1.72584215073632
Abca3,ENSMUST00000079594.12,mmu-miR-5110,ER_negative,1.0,0.0188,1.72584215073632
Abca3,ENSMUST00000117337.2,mmu-miR-5110,ER_negative,1.0,0.0188,1.72584215073632
Abca3,ENSMUST00000039013.15,mmu-miR-328-5p,nucleoplasm_positive,1.0,0.0315,1.5016894462103993
Abca3,ENSMUST00000079594.12,mmu-miR-328-5p,nucleoplasm_positive,1.0,0.0315,1.5016894462103993
Abca3,ENSMUST00000117337.2,mmu-miR-328-5p,nucleoplasm_positive,1.0,0.0315,1.5016894462103993
Abca3,ENSMUST00000133816.8,mmu-miR-328-5p,nucleoplasm_positive,1.0,0.0315,1.5016894462103993
Abca3,ENSMUST00000133816.8,mmu-miR-6931-5p,nucleus_positive,1.0,0.0332,1.4788619162959635
Abca3,ENSMUST00000136295.2,mmu-miR-762,nucleus_positive,1.0,0.034899999999999994,1.45717457304082
Abca3,ENSMUST00000079594.12,mmu-miR-1933-3p,chromatin_negative,1.0,0.0366,1.4365189146055892
Abca3,ENSMUST00000133816.8,mmu-miR-1933-3p,chromatin_negative,1.0,0.0366,1.4365189146055892
Abca3,ENSMUST00000136295.2,mmu-miR-1933-3p,chromatin_negative,1.0,0.0366,1.4365189146055892
Abca3,ENSMUST00000148557.8,mmu-miR-1933-3p,chromatin_negative,1.0,0.0366,1.4365189146055892
Abca3,ENSMUST00000149233.8,mmu-miR-1933-3p,chromatin_negative,1.0,0.0366,1.4365189146055892
Abca3,ENSMUST00000234109.2,mmu-miR-1933-3p,chromatin_negative,1.0,0.0366,1.4365189146055892
Abca3,ENSMUST00000136295.2,mmu-miR-7669-3p,extracellular_positive,1.0,0.037700000000000004,1.423658649794207
Abca3,ENSMUST00000136295.2,mmu-miR-6958-5p,nucleus_positive,1.0,0.0432,1.3645162531850878
Acad10,ENSMUST00000031412.12,mmu-miR-466n-5p,nucleus_positive,1.0,0.029099999999999997,1.5361070110140926
Acad10,ENSMUST00000111770.2,mmu-miR-466n-5p,nucleus_positive,1.0,0.029099999999999997,1.5361070110140926
Acad10,ENSMUST00000133775.8,mmu-miR-466n-5p,nucleus_positive,1.0,0.029099999999999997,1.5361070110140926
Acad10,ENSMUST00000137789.8,mmu-miR-466n-5p,nucleus_positive,1.0,0.029099999999999997,1.5361070110140926
Acad10,ENSMUST00000031412.12,mmu-miR-762,nucleus_positive,1.0,0.04329999999999999,1.3635121036466344
Acad10,ENSMUST00000111770.2,mmu-miR-762,nucleus_positive,1.0,0.04329999999999999,1.3635121036466344
Acad10,ENSMUST00000133775.8,mmu-miR-762,nucleus_positive,1.0,0.04329999999999999,1.3635121036466344
Acad10,ENSMUST00000137789.8,mmu-miR-762,nucleus_positive,1.0,0.04329999999999999,1.3635121036466344
Acad10,ENSMUST00000111770.2,mmu-miR-328-5p,nucleoplasm_positive,1.0,0.04379999999999999,1.3585258894959005
Acad10,ENSMUST00000031412.12,mmu-miR-6919-3p,nucleoplasm_negative,1.0,0.04549999999999999,1.3419886033428876
Acad10,ENSMUST00000137231.2,mmu-miR-6919-3p,nucleoplasm_negative,1.0,0.04549999999999999,1.3419886033428876
Actb,ENSMUST00000100497.11,mmu-miR-5126,nucleus_positive,1.0,0.037700000000000004,1.423658649794207
Actb,ENSMUST00000106216.3,mmu-miR-5126,nucleus_positive,1.0,0.037700000000000004,1.423658649794207
Actb,ENSMUST00000164765.2,mmu-miR-5126,nucleus_positive,1.0,0.037700000000000004,1.423658649794207
Actb,ENSMUST00000165629.2,mmu-miR-5126,nucleus_positive,1.0,0.037700000000000004,1.423658649794207
Actb,ENSMUST00000167721.8,mmu-miR-5126,nucleus_positive,1.0,0.037700000000000004,1.423658649794207
Actb,ENSMUST00000171419.8,mmu-miR-5126,nucleus_positive,1.0,0.037700000000000004,1.423658649794207
Actb,ENSMUST00000100497.11,mmu-miR-3473b,nucleus_positive,1.0,0.038900000000000004,1.410050398674292
Actb,ENSMUST00000167721.8,mmu-miR-3473b,nucleus_positive,1.0,0.038900000000000004,1.410050398674292
Actb,ENSMUST00000171419.8,mmu-miR-3473b,nucleus_positive,1.0,0.038900000000000004,1.410050398674292
Actn2,ENSMUST00000168193.8,mmu-miR-6919-3p,nucleoplasm_negative,3.0,3.465280000000003e-05,4.460261667966469
Actn2,ENSMUST00000110616.2,mmu-miR-6919-3p,nucleoplasm_negative,2.0,0.0008663200000000002,3.062321659294432
Actn2,ENSMUST00000110616.2,mmu-miR-149-3p,nucleoplasm_negative,1.0,0.016900000000000002,1.7721132953863263
Actn2,ENSMUST00000064204.14,mmu-miR-3473b,nucleus_positive,1.0,0.025200000000000004,1.5985994592184558
Actn2,ENSMUST00000110616.2,mmu-miR-3473b,nucleus_positive,1.0,0.025200000000000004,1.5985994592184558
Actn2,ENSMUST00000168193.8,mmu-miR-3473b,nucleus_positive,1.0,0.025200000000000004,1.5985994592184558
Actn2,ENSMUST00000168193.8,mmu-miR-149-3p,nucleoplasm_negative,1.0,0.0393,1.4056074496245732
Actn2,ENSMUST00000221162.3,mmu-miR-149-3p,nucleoplasm_negative,1.0,0.0393,1.4056074496245732
Adam12,ENSMUST00000067680.11,mmu-miR-669c-3p,chromatin_positive,7.0,1.8660688521326165e-16,15.729072336179224
Adam12,ENSMUST00000067680.11,mmu-miR-466f-3p,chromatin_positive,5.0,2.9021896800000065e-11,10.537274206548423
Adam12,ENSMUST00000067680.11,mmu-miR-466i-3p,chromatin_positive,4.0,1.1071968208800013e-10,9.95577516988538
Adam12,ENSMUST00000067680.11,mmu-miR-5126,nucleus_positive,5.0,3.689328519975003e-08,7.433052670861605
Adam12,ENSMUST00000067680.11,mmu-miR-466n-5p,nucleus_positive,4.0,7.709644799999992e-08,7.112965630373621
Adam12,ENSMUST00000154144.2,mmu-miR-5126,nucleus_positive,4.0,1.3921994415000001e-06,5.856298544798414
Adam12,ENSMUST00000067680.11,mmu-miR-466m-3p,chromatin_positive,3.0,2.9424312000000035e-06,5.531293683050261
Adam12,ENSMUST00000067680.11,mmu-miR-467f,chromatin_positive,2.0,0.00023850599999999977,3.622500691113951
Adam12,ENSMUST00000067680.11,mmu-miR-762,nucleus_positive,2.0,0.0023953799999999995,2.6206255808664505
Adam12,ENSMUST00000138363.2,mmu-miR-762,nucleus_positive,2.0,0.0023953799999999995,2.6206255808664505
Adam12,ENSMUST00000154144.2,mmu-miR-466n-5p,nucleus_positive,1.0,0.010399999999999998,1.9829666607012195
Adam12,ENSMUST00000067680.11,mmu-miR-328-5p,nucleoplasm_positive,1.0,0.0221,1.6556077263148892
Adam12,ENSMUST00000138363.2,mmu-miR-466n-5p,nucleus_positive,1.0,0.026399999999999996,1.578396073130169
Adam12,ENSMUST00000138363.2,mmu-miR-5126,nucleus_positive,1.0,0.026499999999999996,1.576754126063192
Adam12,ENSMUST00000154144.2,mmu-miR-1893,ribosome_negative,1.0,0.032299999999999995,1.490797477668897
Adam12,ENSMUST00000138363.2,mmu-miR-346-3p,mitochondrion_negative,1.0,0.04390000000000001,1.3575354797578785
Adam12,ENSMUST00000154144.2,mmu-miR-1249-5p,ribosome_negative,1.0,0.04869999999999999,1.3124710387853655
Adam12,ENSMUST00000067680.11,mmu-miR-7669-3p,extracellular_positive,1.0,0.0498,1.3027706572402824
Adamts12,ENSMUST00000061318.9,mmu-miR-466f-3p,chromatin_positive,23.0,2.3167678413618836e-96,95.63511748380476
Adamts12,ENSMUST00000061318.9,mmu-miR-669c-3p,chromatin_positive,22.0,6.509165891743874e-73,72.18647465994515
Adamts12,ENSMUST00000061318.9,mmu-miR-466m-3p,chromatin_positive,19.0,7.522170873147649e-65,64.12365680539617
Adamts12,ENSMUST00000061318.9,mmu-miR-466i-3p,chromatin_positive,19.0,1.2026661495038201e-64,63.91985491260226
Adamts12,ENSMUST00000061318.9,mmu-miR-467f,chromatin_positive,17.0,5.828090436239704e-40,39.2344737177711
Adamts12,ENSMUST00000061318.9,mmu-miR-466n-5p,nucleus_positive,16.0,1.5564539689286092e-30,29.80786371875654
Adamts12,ENSMUST00000228940.2,mmu-miR-466n-5p,nucleus_positive,1.0,0.023799999999999998,1.623423042943488
Adamts12,ENSMUST00000061318.9,mmu-miR-762,nucleus_positive,1.0,0.04819999999999999,1.3169529617611504
Adamts12,ENSMUST00000061318.9,mmu-miR-7648-3p,nucleus_positive,1.0,0.0483,1.3160528692484876
Adamts12,ENSMUST00000227189.2,mmu-miR-7648-3p,nucleus_positive,1.0,0.0483,1.3160528692484876
Adamts12,ENSMUST00000228940.2,mmu-miR-7648-3p,nucleus_positive,1.0,0.0483,1.3160528692484876
Adamts20,ENSMUST00000155907.2,mmu-miR-466n-5p,nucleus_positive,3.0,1.5523560000000006e-05,4.809008675406393
Adamts20,ENSMUST00000035342.11,mmu-miR-466n-5p,nucleus_positive,2.0,0.0003338399999999999,3.4764616282963474
Adamts20,ENSMUST00000035342.11,mmu-miR-762,nucleus_positive,2.0,0.0012596000000000011,2.899767348035493
Adamts20,ENSMUST00000155907.2,mmu-miR-762,nucleus_positive,2.0,0.0012596000000000011,2.899767348035493
Adamts20,ENSMUST00000129195.8,mmu-miR-466n-5p,nucleus_positive,1.0,0.0321,1.493494967595128
Adamts20,ENSMUST00000129195.8,mmu-miR-762,nucleus_positive,1.0,0.03350000000000001,1.4749551929631546
Adamts20,ENSMUST00000035342.11,mmu-miR-7079-5p,nucleus_positive,1.0,0.04889999999999999,1.3106911408763797
Adamts20,ENSMUST00000155907.2,mmu-miR-7079-5p,nucleus_positive,1.0,0.04889999999999999,1.3106911408763797
Add2,ENSMUST00000204059.3,mmu-miR-1249-5p,ribosome_negative,2.0,0.0015581800000000004,2.807382374332697
Add2,ENSMUST00000203366.3,mmu-miR-7648-3p,nucleus_positive,1.0,0.029700000000000004,1.5272435506827875
Add2,ENSMUST00000205034.3,mmu-miR-7648-3p,nucleus_positive,1.0,0.029700000000000004,1.5272435506827875
Add2,ENSMUST00000203366.3,mmu-miR-762,nucleus_positive,1.0,0.03350000000000001,1.4749551929631546
Add2,ENSMUST00000205034.3,mmu-miR-762,nucleus_positive,1.0,0.03350000000000001,1.4749551929631546
Add2,ENSMUST00000032069.8,mmu-miR-1249-5p,ribosome_negative,1.0,0.033800000000000004,1.471083299722345
Add2,ENSMUST00000203724.3,mmu-miR-1249-5p,ribosome_negative,1.0,0.033800000000000004,1.471083299722345
Add2,ENSMUST00000032069.8,mmu-miR-6919-3p,nucleoplasm_negative,1.0,0.0432,1.3645162531850878
Add2,ENSMUST00000203279.2,mmu-miR-6919-3p,nucleoplasm_negative,1.0,0.0432,1.3645162531850878
Add2,ENSMUST00000203724.3,mmu-miR-6919-3p,nucleoplasm_negative,1.0,0.0432,1.3645162531850878
Add2,ENSMUST00000203786.3,mmu-miR-6919-3p,nucleoplasm_negative,1.0,0.0432,1.3645162531850878
Add2,ENSMUST00000204059.3,mmu-miR-6919-3p,nucleoplasm_negative,1.0,0.0432,1.3645162531850878
Add2,ENSMUST00000205034.3,mmu-miR-149-3p,nucleoplasm_negative,1.0,0.04490000000000001,1.3477536589966765
Add2,ENSMUST00000032069.8,mmu-miR-149-3p,nucleoplasm_negative,1.0,0.04619999999999999,1.3353580244438745
Add2,ENSMUST00000203724.3,mmu-miR-149-3p,nucleoplasm_negative,1.0,0.04619999999999999,1.3353580244438745
Add2,ENSMUST00000204059.3,mmu-miR-149-3p,nucleoplasm_negative,1.0,0.04619999999999999,1.3353580244438745
Adk,ENSMUST00000223861.2,mmu-miR-466f-3p,chromatin_positive,8.0,5.729787575129266e-17,16.241861478671225
Adk,ENSMUST00000223861.2,mmu-miR-669c-3p,chromatin_positive,8.0,1.5839178223558403e-16,15.800267354453092
Adk,ENSMUST00000223861.2,mmu-miR-466i-3p,chromatin_positive,5.0,1.1784123713123999e-09,8.928702706792965
Adk,ENSMUST00000223861.2,mmu-miR-466m-3p,chromatin_positive,3.0,1.7805869999999987e-06,5.749436801716292
Adk,ENSMUST00000223861.2,mmu-miR-5110,ER_negative,2.0,0.0008872499999999999,3.0519539919803695
Adk,ENSMUST00000223861.2,mmu-miR-466n-5p,nucleus_positive,2.0,0.0011611600000000007,2.935107933293762
Adk,ENSMUST00000223861.2,mmu-miR-467f,chromatin_positive,2.0,0.0018746400000000001,2.727082120482728
Adk,ENSMUST00000223861.2,mmu-miR-7669-3p,extracellular_positive,1.0,0.002429999999999999,2.614393726401688
Adk,ENSMUST00000045376.11,mmu-miR-669c-3p,chromatin_positive,1.0,0.005349999999999997,2.2716462179787715
Adk,ENSMUST00000045376.11,mmu-miR-466i-3p,chromatin_positive,1.0,0.024899999999999995,1.6038006529042637
Adk,ENSMUST00000045376.11,mmu-miR-466q,chromatin_positive,1.0,0.03219999999999999,1.492144128304169
Adk,ENSMUST00000223861.2,mmu-miR-3473b,nucleus_positive,1.0,0.037099999999999994,1.4306260903849541
Adk,ENSMUST00000045376.11,mmu-miR-466n-5p,nucleus_positive,1.0,0.03900000000000001,1.4089353929735007
Adk,ENSMUST00000224069.2,mmu-miR-466n-5p,nucleus_positive,1.0,0.03900000000000001,1.4089353929735007
Adk,ENSMUST00000045376.11,mmu-miR-762,nucleus_positive,1.0,0.0481,1.317854923626168
Afap1,ENSMUST00000146300.2,mmu-miR-669c-3p,chromatin_positive,8.0,9.517732852967469e-23,22.021466489294596
Afap1,ENSMUST00000146300.2,mmu-miR-466f-3p,chromatin_positive,7.0,1.065117252829596e-21,20.972602580531433
Afap1,ENSMUST00000146300.2,mmu-miR-466i-3p,chromatin_positive,7.0,1.4184855279279892e-19,18.848175090726837
Afap1,ENSMUST00000146300.2,mmu-miR-466m-3p,chromatin_positive,4.0,1.3123713239999986e-11,10.881943267743948
Afap1,ENSMUST00000146300.2,mmu-miR-466n-5p,nucleus_positive,6.0,3.127076243491207e-11,10.50486152978238
Afap1,ENSMUST00000201482.2,mmu-miR-3473b,nucleus_positive,1.0,4.5e-07,6.346787486224656
Afap1,ENSMUST00000146300.2,mmu-miR-467f,chromatin_positive,3.0,1.7314992000000003e-06,5.7615777047704055
Afap1,ENSMUST00000064571.11,mmu-miR-5126,nucleus_positive,3.0,4.2155385999999954e-05,4.375146929683497
Afap1,ENSMUST00000146300.2,mmu-miR-466q,chromatin_positive,1.0,0.002069999999999999,2.684029654543082
Afap1,ENSMUST00000064571.11,mmu-miR-466i-3p,chromatin_positive,1.0,0.028999999999999998,1.5376020021010437
Afap1,ENSMUST00000201482.2,mmu-miR-328-5p,nucleoplasm_positive,1.0,0.028999999999999998,1.5376020021010437
Afap1,ENSMUST00000146300.2,mmu-miR-5126,nucleus_positive,1.0,0.034300000000000004,1.4647058799572295
Afap1,ENSMUST00000201482.2,mmu-miR-346-3p,mitochondrion_negative,1.0,0.03479999999999999,1.458420756053419
Afap1,ENSMUST00000064571.11,mmu-miR-6968-5p,nucleoplasm_positive,1.0,0.037000000000000005,1.4317982759330048
Afap1,ENSMUST00000201482.2,mmu-miR-5126,nucleus_positive,1.0,0.037700000000000004,1.423658649794207
Afap1,ENSMUST00000146300.2,mmu-miR-346-3p,mitochondrion_negative,1.0,0.04390000000000001,1.3575354797578785
Afap1,ENSMUST00000064571.11,mmu-miR-466f-3p,chromatin_positive,1.0,0.045599999999999995,1.341035157335565
Afap1,ENSMUST00000064571.11,mmu-miR-328-5p,nucleoplasm_positive,1.0,0.047099999999999996,1.3269790928711036
Afap1,ENSMUST00000064571.11,mmu-miR-669c-3p,chromatin_positive,1.0,0.0473,1.3251388592621882
Afap1,ENSMUST00000064571.11,mmu-miR-762,nucleus_positive,1.0,0.0481,1.317854923626168
Afap1,ENSMUST00000201482.2,mmu-miR-762,nucleus_positive,1.0,0.04819999999999999,1.3169529617611504
Afap1l2,ENSMUST00000111584.9,mmu-miR-762,nucleus_positive,1.0,0.0376,1.4248121550723387
Afap1l2,ENSMUST00000118800.8,mmu-miR-762,nucleus_positive,1.0,0.0376,1.4248121550723387
Afap1l2,ENSMUST00000122359.8,mmu-miR-762,nucleus_positive,1.0,0.0376,1.4248121550723387
Afap1l2,ENSMUST00000111584.9,mmu-miR-7648-3p,nucleus_positive,1.0,0.0403,1.3946949538588904
Afap1l2,ENSMUST00000118800.8,mmu-miR-7648-3p,nucleus_positive,1.0,0.0403,1.3946949538588904
Afap1l2,ENSMUST00000122359.8,mmu-miR-7648-3p,nucleus_positive,1.0,0.0403,1.3946949538588904
Afap1l2,ENSMUST00000132851.2,mmu-miR-7669-3p,extracellular_positive,1.0,0.04590000000000001,1.3381873144627385
Agap1,ENSMUST00000027521.15,mmu-miR-466f-3p,chromatin_positive,37.0,7.932313915465792e-86,85.10060010724321
Agap1,ENSMUST00000027521.15,mmu-miR-466m-3p,chromatin_positive,31.0,3.716130812177094e-69,68.42990900673254
